行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
8230.0, US-2016-2688173, 42550.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 保定, 河北, 中国, 华北, 办公用-纸张-10004483, 办公用品, 纸张, 施乐 羊皮纸, 每包 12 个, 440.0, 13.0, 0.0, 97.29999999999998
8231.0, US-2016-2688173, 42550.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 保定, 河北, 中国, 华北, 技术-电话-10000014, 技术, 电话, 苹果 办公室电话机, 整包, 644.12, 10.0, 0.0, 134.12
8232.0, US-2016-2688173, 42550.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 保定, 河北, 中国, 华北, 技术-设备-10004877, 技术, 设备, 冲电器 喷墨打印机, 白色, 13159.420000000002, 17.0, 0.0, 2493.54
8233.0, US-2016-2688173, 42550.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 保定, 河北, 中国, 华北, 办公用-用品-10002859, 办公用品, 用品, Fiskars 大剪刀, 工业, 953.5200000000001, 12.0, 0.0, 238.56
8234.0, US-2016-2688173, 42550.0, 标准级, 吕关-15640, 吕关茵, 小型企业, 保定, 河北, 中国, 华北, 办公用-系固-10003701, 办公用品, 系固件, Stockwell 图钉, 混合尺寸, 577.6199999999999, 19.0, 0.0, 43.120000000000005
8235.0, CN-2017-2513055, 42810.0, 标准级, 肖崆-15520, 肖崆, 消费者, 天津, 天津, 中国, 华北, 办公用-用品-10003797, 办公用品, 用品, Acme 尺子, 蓝色, 345.92, 12.0, 0.0, 58.800000000000004
8236.0, CN-2017-2513055, 42810.0, 标准级, 肖崆-15520, 肖崆, 消费者, 天津, 天津, 中国, 华北, 办公用-收纳-10003434, 办公用品, 收纳具, Rogers 锁柜, 金属, 2000.44, 10.0, 0.0, 137.48000000000002
8237.0, CN-2017-2513055, 42810.0, 标准级, 肖崆-15520, 肖崆, 消费者, 天津, 天津, 中国, 华北, 办公用-器具-10000468, 办公用品, 器具, Hoover 微波炉, 红色, 1474.32, 9.0, 0.0, 201.6
8238.0, CN-2017-2513055, 42810.0, 标准级, 肖崆-15520, 肖崆, 消费者, 天津, 天津, 中国, 华北, 办公用-系固-10001658, 办公用品, 系固件, Stockwell 回形针, 整包, 538.0, 16.0, 0.0, 105.28
8239.0, US-2019-1803838, 43600.0, 标准级, 邓姝-20500, 邓姝, 消费者, 仙桃, 湖北, 中国, 中南, 家具-书架-10004801, 家具, 书架, 宜家 柜, 白色, 2063.4400000000005, 13.0, 0.37, -102.06000000000017
8240.0, US-2019-1803838, 43600.0, 标准级, 邓姝-20500, 邓姝, 消费者, 仙桃, 湖北, 中国, 中南, 技术-电话-10002032, 技术, 电话, 苹果 耳机, 蓝色, 444.256, 10.0, 0.37, -68.54400000000001
8241.0, CN-2016-2883758, 42703.0, 一级, 佟崆-15550, 佟崆, 小型企业, 邢台, 河北, 中国, 华北, 家具-书架-10004836, 家具, 书架, Safco 书架, 传统, 2814.96, 12.0, 0.0, 1195.6000000000001
8242.0, CN-2016-2883758, 42703.0, 一级, 佟崆-15550, 佟崆, 小型企业, 邢台, 河北, 中国, 华北, 技术-配件-10000668, 技术, 配件, SanDisk 路由器, 可编程, 3643.899999999999, 11.0, 0.0, 1010.52
8243.0, CN-2016-2883758, 42703.0, 一级, 佟崆-15550, 佟崆, 小型企业, 邢台, 河北, 中国, 华北, 办公用-收纳-10002508, 办公用品, 收纳具, Fellowes 锁柜, 单宽度, 1969.3599999999997, 10.0, 0.0, 754.6
8244.0, CN-2016-2883758, 42703.0, 一级, 佟崆-15550, 佟崆, 小型企业, 邢台, 河北, 中国, 华北, 办公用-系固-10003670, 办公用品, 系固件, Advantus 按钉, 混合尺寸, 144.88, 10.0, 0.0, 49.84
8245.0, US-2019-1388500, 43680.0, 二级, 罗婵-10960, 罗婵, 消费者, 杭州, 浙江, 中国, 华东, 办公用-标签-10004820, 办公用品, 标签, Hon 有色标签, 白色, 512.24, 16.0, 0.0, 156.79999999999998
8246.0, US-2019-1388500, 43680.0, 二级, 罗婵-10960, 罗婵, 消费者, 杭州, 浙江, 中国, 华东, 办公用-收纳-10003711, 办公用品, 收纳具, Rogers 盒, 蓝色, 593.3, 13.0, 0.0, 279.3
8247.0, CN-2019-2055991, 43722.0, 标准级, 徐君-15295, 徐君, 消费者, 汉中, 陕西, 中国, 西北, 技术-复印-10004166, 技术, 复印机, 惠普 传真复印机, 红色, 4026.1, 13.0, 0.0, 1157.1000000000001
8248.0, CN-2019-2055991, 43722.0, 标准级, 徐君-15295, 徐君, 消费者, 汉中, 陕西, 中国, 西北, 技术-复印-10000099, 技术, 复印机, Brother 个人复印机, 红色, 3984.5200000000004, 14.0, 0.0, 789.5999999999999
8249.0, CN-2019-2055991, 43722.0, 标准级, 徐君-15295, 徐君, 消费者, 汉中, 陕西, 中国, 西北, 家具-书架-10002086, 家具, 书架, Safco 墙角架, 白色, 7126.4, 18.0, 0.0, 2552.2
8250.0, CN-2019-2055991, 43722.0, 标准级, 徐君-15295, 徐君, 消费者, 汉中, 陕西, 中国, 西北, 办公用-信封-10004375, 办公用品, 信封, Cameo 商业信封, 每套 50 个, 271.3, 11.0, 0.0, 113.82
8251.0, CN-2019-2055991, 43722.0, 标准级, 徐君-15295, 徐君, 消费者, 汉中, 陕西, 中国, 西北, 办公用-装订-10003973, 办公用品, 装订机, Ibico 装订机, 实惠, 250.71999999999997, 11.0, 0.0, 62.58
8252.0, CN-2018-2000071, 43388.0, 标准级, 薛光-13405, 薛光, 消费者, 湖州, 浙江, 中国, 华东, 办公用-系固-10002171, 办公用品, 系固件, Stockwell 订书钉, 整包, 121.44399999999999, 11.0, 0.37, -11.676000000000002
8253.0, CN-2019-4364300, 43657.0, 标准级, 涂辉-12655, 涂辉, 小型企业, 深圳, 广东, 中国, 中南, 技术-配件-10004265, 技术, 配件, Enermax 键盘, 耐用, 1205.38, 11.0, 0.0, 351.12
8254.0, CN-2016-1122727, 42451.0, 标准级, 余嫒-10075, 余嫒, 公司, 绥化, 黑龙江, 中国, 东北, 办公用-用品-10001414, 办公用品, 用品, Kleencut 修剪器, 锯齿状, 211.94, 9.0, 0.0, 44.379999999999995
8255.0, CN-2016-1122727, 42451.0, 标准级, 余嫒-10075, 余嫒, 公司, 绥化, 黑龙江, 中国, 东北, 办公用-收纳-10002508, 办公用品, 收纳具, Fellowes 锁柜, 单宽度, 1969.3599999999997, 10.0, 0.0, 754.6
8256.0, CN-2016-1122727, 42451.0, 标准级, 余嫒-10075, 余嫒, 公司, 绥化, 黑龙江, 中国, 东北, 办公用-收纳-10004188, 办公用品, 收纳具, Smead 文件夹, 蓝色, 442.1, 13.0, 0.0, 167.3
8257.0, US-2019-5801512, 43712.0, 二级, 贾嫒-10030, 贾嫒, 公司, 天津, 天津, 中国, 华北, 家具-桌子-10001801, 家具, 桌子, Bevis 电脑桌, 黑色, 22534.660000000003, 21.0, 0.25, -2100.2800000000016
8258.0, US-2019-5801512, 43712.0, 二级, 贾嫒-10030, 贾嫒, 公司, 天津, 天津, 中国, 华北, 办公用-纸张-10000328, 办公用品, 纸张, SanDisk 计划信息表, 每包 12 个, 294.96000000000004, 10.0, 0.0, 12.88
8259.0, US-2019-5801512, 43712.0, 二级, 贾嫒-10030, 贾嫒, 公司, 天津, 天津, 中国, 华北, 办公用-美术-10000574, 办公用品, 美术, Sanford 记号笔, 金属, 262.76, 10.0, 0.0, 109.75999999999999
8260.0, CN-2017-5726249, 42820.0, 标准级, 邱升-20035, 邱升, 小型企业, 上海, 上海, 中国, 华东, 办公用-装订-10002580, 办公用品, 装订机, Wilson Jones 订书机, 透明, 711.88, 11.0, 0.0, 162.54
8261.0, CN-2017-5726249, 42820.0, 标准级, 邱升-20035, 邱升, 小型企业, 上海, 上海, 中国, 华东, 办公用-标签-10001294, 办公用品, 标签, Harbour Creations 有色标签, 耐用, 282.08, 12.0, 0.0, 71.68
8262.0, US-2019-4572693, 43705.0, 标准级, 梁婵-10825, 梁婵娟, 公司, 内江, 四川, 中国, 西南, 办公用-器具-10000251, 办公用品, 器具, KitchenAid 搅拌机, 白色, 1120.288, 12.0, 0.37, -398.83200000000005
8263.0, CN-2018-3509971, 43263.0, 标准级, 柯婷-21100, 柯婷, 消费者, 遂宁, 四川, 中国, 西南, 办公用-系固-10000409, 办公用品, 系固件, OIC 按钉, 整包, 159.244, 11.0, 0.37, -75.516
8264.0, CN-2017-1021233, 42904.0, 标准级, 钱宁-18655, 钱宁, 公司, 忻州, 湖北, 中国, 中南, 技术-电话-10000691, 技术, 电话, 摩托罗拉 耳机, 蓝色, 480.544, 10.0, 0.37, -275.576
8265.0, CN-2017-1021233, 42904.0, 标准级, 钱宁-18655, 钱宁, 公司, 忻州, 湖北, 中国, 中南, 技术-电话-10003206, 技术, 电话, 诺基亚 音频基座, 全尺寸, 1445.452, 11.0, 0.37, -423.528
8266.0, CN-2017-1021233, 42904.0, 标准级, 钱宁-18655, 钱宁, 公司, 忻州, 湖北, 中国, 中南, 办公用-用品-10003793, 办公用品, 用品, Stiletto 美工刀, 锯齿状, 857.284, 17.0, 0.37, -138.09600000000012
8267.0, US-2018-5364655, 43149.0, 标准级, 施立-16690, 施立伟, 公司, 哈尔滨, 黑龙江, 中国, 东北, 办公用-器具-10004391, 办公用品, 器具, Hamilton Beach 烤面包机, 白色, 2371.2999999999997, 17.0, 0.0, 840.42
8268.0, CN-2017-5488732, 43051.0, 一级, 倪乐-17800, 倪乐, 小型企业, 忻州, 山西, 中国, 华北, 技术-复印-10000725, 技术, 复印机, 夏普 复印机, 每套两件, 2268.4, 10.0, 0.0, 22.12
8269.0, CN-2017-5488732, 43051.0, 一级, 倪乐-17800, 倪乐, 小型企业, 忻州, 山西, 中国, 华北, 技术-电话-10003757, 技术, 电话, 三星 智能手机, 整包, 1185.08, 10.0, 0.0, 68.88
8270.0, CN-2017-5488732, 43051.0, 一级, 倪乐-17800, 倪乐, 小型企业, 忻州, 山西, 中国, 华北, 办公用-器具-10003466, 办公用品, 器具, Cuisinart 烤面包机, 银色, 286.98, 9.0, 0.0, 85.96
8271.0, US-2019-1297686, 43591.0, 标准级, 徐伟-21625, 徐伟, 消费者, 枝城, 湖北, 中国, 中南, 办公用-系固-10001168, 办公用品, 系固件, Accos 图钉, 每包 12 个, 144.124, 11.0, 0.37, 5.123999999999995
8272.0, CN-2019-4480622, 43598.0, 标准级, 徐君-15295, 徐君, 消费者, 江门, 广东, 中国, 中南, 办公用-纸张-10002647, 办公用品, 纸张, SanDisk 羊皮纸, 多色, 203.11999999999998, 10.0, 0.0, 18.48
8274.0, US-2019-4180783, 43501.0, 标准级, 武明-18385, 武明媚, 消费者, 埠河, 湖北, 中国, 中南, 办公用-器具-10001071, 办公用品, 器具, KitchenAid 烤面包机, 红色, 989.5840000000001, 12.0, 0.37, -414.17600000000004
8275.0, US-2019-1091379, 43758.0, 标准级, 陶武-21880, 陶武, 公司, 潍坊, 山东, 中国, 华东, 办公用-收纳-10003711, 办公用品, 收纳具, Rogers 盒, 蓝色, 817.02, 15.0, 0.0, 391.02
8276.0, CN-2019-1122727, 43742.0, 标准级, 苏涛-21220, 苏涛, 消费者, 北京, 北京, 中国, 华北, 技术-电话-10002604, 技术, 电话, 摩托罗拉 信号增强器, 蓝色, 1369.88, 10.0, 0.0, 146.72
8281.0, CN-2016-5094467, 42664.0, 标准级, 杨立-16600, 杨立勤, 公司, 青岛, 山东, 中国, 华东, 办公用-用品-10000245, 办公用品, 用品, Fiskars 大剪刀, 钢, 1351.12, 14.0, 0.0, 249.48000000000002
8282.0, CN-2018-4513584, 43241.0, 标准级, 胡凤-12850, 胡凤, 消费者, 济宁, 山东, 中国, 华东, 办公用-标签-10002776, 办公用品, 标签, Novimex 圆形标签, 可调, 53.459999999999994, 9.0, 0.0, 8.68
8283.0, CN-2016-1511005, 42421.0, 标准级, 潘涛-21205, 潘涛, 公司, 宁海, 山东, 中国, 华东, 家具-椅子-10002532, 家具, 椅子, Hon 椅垫, 可调, 846.28, 11.0, 0.0, 406.14
8284.0, CN-2016-1511005, 42421.0, 标准级, 潘涛-21205, 潘涛, 公司, 宁海, 山东, 中国, 华东, 办公用-收纳-10000871, 办公用品, 收纳具, Eldon 盒, 工业, 234.48, 12.0, 0.0, 38.080000000000005
8285.0, CN-2018-1924488, 43426.0, 一级, 薛梦-18190, 薛梦, 消费者, 北京, 北京, 中国, 华北, 家具-书架-10003232, 家具, 书架, 宜家 书库, 黑色, 6842.48, 12.0, 0.0, 272.16
8286.0, CN-2018-1924488, 43426.0, 一级, 薛梦-18190, 薛梦, 消费者, 北京, 北京, 中国, 华北, 技术-配件-10002679, 技术, 配件, Enermax 路由器, 实惠, 2445.08, 10.0, 0.0, 554.4
8287.0, CN-2018-1924488, 43426.0, 一级, 薛梦-18190, 薛梦, 消费者, 北京, 北京, 中国, 华北, 办公用-装订-10002545, 办公用品, 装订机, Wilson Jones 订书机, 实惠, 719.44, 11.0, 0.0, 294.42
8288.0, CN-2016-4641447, 42713.0, 二级, 康娇-14680, 康娇, 消费者, 西安, 陕西, 中国, 西北, 技术-电话-10001440, 技术, 电话, 摩托罗拉 智能手机, 混合尺寸, 2509.76, 12.0, 0.0, 1089.2
8289.0, CN-2016-4641447, 42713.0, 二级, 康娇-14680, 康娇, 消费者, 西安, 陕西, 中国, 西北, 办公用-收纳-10000186, 办公用品, 收纳具, Eldon 搁板, 单宽度, 712.3, 11.0, 0.0, 298.2
8290.0, CN-2019-1698598, 43753.0, 标准级, 吕灵-17575, 吕灵, 消费者, 郑州, 河南, 中国, 中南, 办公用-用品-10004796, 办公用品, 用品, Stiletto 大剪刀, 工业, 729.94, 11.0, 0.0, 104.16
8291.0, CN-2019-1698598, 43753.0, 标准级, 吕灵-17575, 吕灵, 消费者, 郑州, 河南, 中国, 中南, 家具-用具-10004382, 家具, 用具, Eldon 相框, 一包多件, 1391.3000000000002, 13.0, 0.0, 555.8000000000001
8292.0, CN-2017-5896840, 43059.0, 二级, 毛保-10360, 毛保, 公司, 潍坊, 山东, 中国, 华东, 办公用-用品-10002396, 办公用品, 用品, Stiletto 美工刀, 钢, 529.1800000000001, 11.0, 0.0, 168.0
8293.0, CN-2019-3981825, 43569.0, 标准级, 谭琼-19660, 谭琼, 小型企业, 江油, 四川, 中国, 西南, 办公用-用品-10002441, 办公用品, 用品, Fiskars 尺子, 蓝色, 236.01999999999995, 13.0, 0.37, -115.07999999999998
8294.0, CN-2017-4752200, 43037.0, 标准级, 严珑-17890, 严珑, 小型企业, 洛阳, 河南, 中国, 中南, 办公用-装订-10004939, 办公用品, 装订机, Ibico 打孔机, 耐用, 332.2, 10.0, 0.0, 11.76
8295.0, CN-2019-5579979, 43471.0, 二级, 巩安-10180, 巩安, 小型企业, 江门, 广东, 中国, 中南, 办公用-信封-10003613, 办公用品, 信封, GlobeWeis 搭扣信封, 每套 50 个, 172.6, 11.0, 0.0, 41.58
8296.0, US-2019-3693431, 43544.0, 标准级, 程宁-18640, 程宁, 公司, 长春, 吉林, 中国, 东北, 技术-复印-10003757, 技术, 复印机, Hewlett 墨水, 数字化, 2110.48, 11.0, 0.0, 581.28
8297.0, US-2019-3693431, 43544.0, 标准级, 程宁-18640, 程宁, 公司, 长春, 吉林, 中国, 东北, 技术-复印-10004926, 技术, 复印机, Hewlett 传真复印机, 彩色, 1847.56, 10.0, 0.0, 36.120000000000005
8298.0, CN-2018-5740094, 43383.0, 当日, 杨立-16600, 杨立勤, 公司, 延吉, 吉林, 中国, 东北, 技术-电话-10001154, 技术, 电话, 思科 音频基座, 全尺寸, 889.68, 9.0, 0.0, 325.08
8299.0, CN-2018-5740094, 43383.0, 当日, 杨立-16600, 杨立勤, 公司, 延吉, 吉林, 中国, 东北, 技术-电话-10002777, 技术, 电话, 三星 办公室电话机, 整包, 643.56, 10.0, 0.0, 274.12
8300.0, CN-2016-1455125, 42599.0, 一级, 邱博-10495, 邱博, 公司, 齐齐哈尔, 黑龙江, 中国, 东北, 办公用-纸张-10002399, 办公用品, 纸张, Green Bar 备忘录便条, 回收, 270.04, 11.0, 0.0, 0.0
8301.0, CN-2019-1048520, 43694.0, 标准级, 钟宣-20860, 钟宣, 公司, 重庆, 重庆, 中国, 西南, 办公用-用品-10001057, 办公用品, 用品, Kleencut 美工刀, 工业, 541.7799999999999, 11.0, 0.0, 50.400000000000006
8302.0, CN-2018-1376899, 43304.0, 标准级, 谭珊-19900, 谭珊, 消费者, 来宾, 广西, 中国, 中南, 办公用-器具-10003037, 办公用品, 器具, Hamilton Beach 冰箱, 白色, 9335.039999999999, 12.0, 0.0, 2045.68
8303.0, CN-2016-1786532, 42653.0, 一级, 韩虎-14005, 韩虎, 小型企业, 丹东, 辽宁, 中国, 东北, 技术-复印-10004642, 技术, 复印机, 夏普 传真机, 每套两件, 4173.1, 13.0, 0.37, -2000.6000000000001
8304.0, CN-2016-1786532, 42653.0, 一级, 韩虎-14005, 韩虎, 小型企业, 丹东, 辽宁, 中国, 东北, 家具-椅子-10002544, 家具, 椅子, SAFCO 凳子, 黑色, 1424.284, 11.0, 0.37, -556.4160000000002
8305.0, CN-2016-1786532, 42653.0, 一级, 韩虎-14005, 韩虎, 小型企业, 丹东, 辽宁, 中国, 东北, 技术-配件-10002609, 技术, 配件, Memorex 键区, 耐用, 669.88, 13.0, 0.37, 20.579999999999927
8306.0, CN-2016-1786532, 42653.0, 一级, 韩虎-14005, 韩虎, 小型企业, 丹东, 辽宁, 中国, 东北, 家具-书架-10003617, 家具, 书架, Bush 书架, 黑色, 1782.0399999999997, 13.0, 0.37, -437.3600000000001
8307.0, CN-2017-2964244, 43006.0, 标准级, 唐安-10240, 唐安, 消费者, 天津, 天津, 中国, 华北, 技术-复印-10003040, 技术, 复印机, 佳能 无线传真机, 红色, 3551.36, 10.0, 0.0, 1336.4399999999998
8308.0, US-2019-4373153, 43605.0, 标准级, 蔡安-10270, 蔡安, 消费者, 青岛, 山东, 中国, 华东, 技术-配件-10001200, 技术, 配件, Memorex 键盘, 实惠, 699.84, 10.0, 0.0, 306.03999999999996
8309.0, CN-2018-5693708, 43186.0, 标准级, 陶武-21880, 陶武, 公司, 蛟河, 吉林, 中国, 东北, 办公用-装订-10002164, 办公用品, 装订机, Avery 装订机, 透明, 380.08, 14.0, 0.0, 120.96000000000001
8310.0, CN-2018-5912855, 43394.0, 标准级, 倪芬-12790, 倪芬, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 办公用-收纳-10002029, 办公用品, 收纳具, Smead 盘, 工业, 947.9200000000001, 12.0, 0.0, 310.24
8311.0, CN-2018-5912855, 43394.0, 标准级, 倪芬-12790, 倪芬, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 技术-电话-10003000, 技术, 电话, 思科 信号增强器, 混合尺寸, 1477.68, 10.0, 0.0, 14.280000000000001
8312.0, CN-2018-5912855, 43394.0, 标准级, 倪芬-12790, 倪芬, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 家具-桌子-10003257, 家具, 桌子, Bevis 会议桌, 长方形, 6483.309999999999, 10.0, 0.25, 85.75000000000045
8313.0, CN-2018-5912855, 43394.0, 标准级, 倪芬-12790, 倪芬, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 技术-复印-10000413, 技术, 复印机, Hewlett 传真复印机, 红色, 5383.96, 14.0, 0.0, 534.24
8314.0, CN-2018-5912855, 43394.0, 标准级, 倪芬-12790, 倪芬, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 家具-椅子-10001055, 家具, 椅子, Hon 沙滩椅, 每套两件, 476.4, 10.0, 0.0, 97.16000000000001
8315.0, CN-2016-4448783, 42548.0, 二级, 邹丽-17680, 邹丽雪, 小型企业, 山河屯, 黑龙江, 中国, 东北, 家具-桌子-10002831, 家具, 桌子, Chromcraft 咖啡桌, 组装, 4733.8, 13.0, 0.25, 1440.6000000000004
8316.0, CN-2019-1628412, 43626.0, 标准级, 黄岱-11860, 黄岱, 消费者, 长沙, 湖南, 中国, 中南, 技术-配件-10001666, 技术, 配件, SanDisk 键区, 回收, 778.2400000000001, 11.0, 0.0, 297.36
8317.0, CN-2019-1628412, 43626.0, 标准级, 黄岱-11860, 黄岱, 消费者, 长沙, 湖南, 中国, 中南, 家具-用具-10002431, 家具, 用具, Rubvermaid 灯泡, 一包多件, 651.4, 15.0, 0.0, 290.08
8318.0, CN-2019-1628412, 43626.0, 标准级, 黄岱-11860, 黄岱, 消费者, 长沙, 湖南, 中国, 中南, 技术-复印-10004358, 技术, 复印机, Brother 传真机, 数字化, 1518.8400000000001, 9.0, 0.0, 207.76
8319.0, CN-2019-1628412, 43626.0, 标准级, 黄岱-11860, 黄岱, 消费者, 长沙, 湖南, 中国, 中南, 家具-书架-10001491, 家具, 书架, Bush 古典书架, 金属, 1957.32, 9.0, 0.0, 76.86
8320.0, CN-2017-5779998, 43009.0, 标准级, 雷菊-15025, 雷菊, 消费者, 枣阳, 湖北, 中国, 中南, 办公用-美术-10000997, 办公用品, 美术, Boston 钢笔, 整包, 88.09599999999999, 12.0, 0.8, -84.22400000000002
8321.0, CN-2019-3581392, 43704.0, 标准级, 孙荷-13750, 孙荷, 公司, 滕州, 山东, 中国, 华东, 家具-书架-10002899, 家具, 书架, 宜家 古典书架, 传统, 11563.0, 14.0, 0.0, 2997.12
8322.0, CN-2018-3064620, 43191.0, 标准级, 袁荣-19765, 袁荣, 公司, 上海, 上海, 中国, 华东, 技术-电话-10004558, 技术, 电话, 思科 办公室电话机, 整包, 2665.3, 15.0, 0.0, 420.42
8323.0, CN-2018-3064620, 43191.0, 标准级, 袁荣-19765, 袁荣, 公司, 上海, 上海, 中国, 华东, 技术-复印-10004787, 技术, 复印机, 佳能 墨水, 红色, 2747.2, 12.0, 0.0, 1057.8400000000001
8324.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 技术-电话-10001493, 技术, 电话, 三星 充电器, 整包, 12504.304000000002, 15.0, 0.37, -2702.0560000000005
8325.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 办公用-收纳-10002059, 办公用品, 收纳具, Tenex 搁板, 工业, 805.96, 11.0, 0.0, 200.34
8326.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 家具-书架-10002369, 家具, 书架, Dania 书架, 金属, 1728.6999999999994, 13.0, 0.37, 0.0
8327.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 办公用-信封-10000017, 办公用品, 信封, Jiffy 局间信封, 银色, 1629.44, 15.0, 0.0, 206.78
8328.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 办公用-装订-10002960, 办公用品, 装订机, Acco 孔加固材料, 耐用, 79.696, 10.0, 0.37, -28.224000000000004
8329.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 办公用-用品-10000032, 办公用品, 用品, Acme 美工刀, 工业, 365.128, 11.0, 0.37, -132.55199999999996
8330.0, US-2016-2642546, 42674.0, 标准级, 陶聪-11725, 陶聪, 消费者, 金华, 浙江, 中国, 华东, 家具-用具-10001796, 家具, 用具, Eldon 灯泡, 黑色, 175.12, 10.0, 0.37, 9.23999999999998
8331.0, CN-2016-3981825, 42502.0, 标准级, 范刚-13135, 范刚, 消费者, 烟台, 山东, 中国, 华东, 办公用-纸张-10000778, 办公用品, 纸张, 施乐 备忘录便条, 回收, 159.44, 10.0, 0.0, 14.84
8332.0, CN-2019-2373769, 43727.0, 二级, 龙谦-19300, 龙谦, 消费者, 长春, 吉林, 中国, 东北, 办公用-标签-10001867, 办公用品, 标签, Smead 合法证物标签, 红色, 186.88, 11.0, 0.0, 30.240000000000002
8333.0, CN-2019-2373769, 43727.0, 二级, 龙谦-19300, 龙谦, 消费者, 长春, 吉林, 中国, 东北, 技术-配件-10002594, 技术, 配件, SanDisk 键盘, 耐用, 4227.42, 19.0, 0.0, 124.74
8334.0, CN-2019-2373769, 43727.0, 二级, 龙谦-19300, 龙谦, 消费者, 长春, 吉林, 中国, 东北, 办公用-收纳-10003711, 办公用品, 收纳具, Smead 文件夹, 金属, 343.12, 12.0, 0.0, 151.20000000000002
8335.0, CN-2019-3226363, 43544.0, 标准级, 贺婉-21355, 贺婉, 公司, 丹东, 辽宁, 中国, 东北, 办公用-系固-10004197, 办公用品, 系固件, OIC 回形针, 每包 12 个, 577.312, 22.0, 0.37, -236.76800000000003
8336.0, CN-2019-3226363, 43544.0, 标准级, 贺婉-21355, 贺婉, 公司, 丹东, 辽宁, 中国, 东北, 办公用-器具-10002796, 办公用品, 器具, Hamilton Beach 烤面包机, 银色, 523.384, 11.0, 0.37, -196.05600000000004
8337.0, CN-2019-3226363, 43544.0, 标准级, 贺婉-21355, 贺婉, 公司, 丹东, 辽宁, 中国, 东北, 办公用-装订-10002712, 办公用品, 装订机, Ibico 标签, 实惠, 83.89600000000002, 10.0, 0.37, -27.664
8338.0, CN-2019-3226363, 43544.0, 标准级, 贺婉-21355, 贺婉, 公司, 丹东, 辽宁, 中国, 东北, 技术-复印-10004526, 技术, 复印机, 佳能 传真复印机, 彩色, 1113.5679999999998, 10.0, 0.37, -557.872
8339.0, CN-2019-3226363, 43544.0, 标准级, 贺婉-21355, 贺婉, 公司, 丹东, 辽宁, 中国, 东北, 技术-电话-10003828, 技术, 电话, 摩托罗拉 充电器, 混合尺寸, 10879.072, 14.0, 0.37, -5061.168000000001
8340.0, CN-2016-4230867, 42520.0, 二级, 麦平-19150, 麦平, 消费者, 无锡, 江苏, 中国, 华东, 办公用-美术-10001243, 办公用品, 美术, BIC 记号笔, 金属, 85.68799999999999, 10.0, 0.8, -196.672
8341.0, CN-2016-4230867, 42520.0, 二级, 麦平-19150, 麦平, 消费者, 无锡, 江苏, 中国, 华东, 家具-用具-10003979, 家具, 用具, Deflect-O 框架, 耐用, 933.3880000000001, 11.0, 0.37, -450.0720000000001
8342.0, CN-2016-4230867, 42520.0, 二级, 麦平-19150, 麦平, 消费者, 无锡, 江苏, 中国, 华东, 办公用-装订-10000287, 办公用品, 装订机, Wilson Jones 孔加固材料, 实惠, 59.36800000000001, 10.0, 0.37, -6.8320000000000025
8343.0, CN-2016-4230867, 42520.0, 二级, 麦平-19150, 麦平, 消费者, 无锡, 江苏, 中国, 华东, 办公用-标签-10004577, 办公用品, 标签, Novimex 可去除的标签, 耐用, 129.76, 10.0, 0.0, 12.32
8344.0, CN-2019-3581392, 43691.0, 标准级, 麦虹-13855, 麦虹, 公司, 重庆, 重庆, 中国, 西南, 家具-书架-10001061, 家具, 书架, Safco 古典书架, 金属, 4118.360000000001, 10.0, 0.0, 612.64
8345.0, CN-2019-2063413, 43597.0, 标准级, 夏柏-18955, 夏柏, 小型企业, 北京, 北京, 中国, 华北, 技术-设备-10000438, 技术, 设备, 松下 卡片打印机, 耐用, 845.72, 9.0, 0.0, 275.94
8346.0, CN-2019-2063413, 43597.0, 标准级, 夏柏-18955, 夏柏, 小型企业, 北京, 北京, 中国, 华北, 技术-复印-10001927, 技术, 复印机, 夏普 墨水, 数字化, 612.9, 9.0, 0.0, 104.16000000000001
