行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
7454, CN-2018-2048658,43174,43178, 标准级, 任实-20200, 任实, 消费者, 龙口, 山东, 中国, 华东, 办公用-美术-10002247, 办公用品, 美术, BIC 记号笔, 整包,407.8,11,0,115.5
7457, CN-2017-5022660,42915,42920, 标准级, 马晨-11185, 马晨, 公司, 丰润, 河北, 中国, 华北, 办公用-系固-10000675, 办公用品, 系固件, OIC 订书钉, 混合尺寸,116.04,10,0,9.8
7458, CN-2016-1887568,42544,42549, 二级, 殷凤-13030, 殷凤, 小型企业, 应城, 湖北, 中国, 中南, 办公用-标签-10002245, 办公用品, 标签, Smead 可去除的标签, 白色,377,15,0,71.54
7459, CN-2016-1887568,42544,42549, 二级, 殷凤-13030, 殷凤, 小型企业, 应城, 湖北, 中国, 中南, 办公用-系固-10001342, 办公用品, 系固件, Stockwell 按钉, 整包,268.864,14,0.37,23.184
7460, CN-2018-3964185,43311,43317, 标准级, 薛梦-18190, 薛梦, 消费者, 河源, 广东, 中国, 中南, 家具-用具-10000539, 家具, 用具, Tenex 门挡, 一包多件,1059.5,13,0,348.6
7461, CN-2018-3964185,43311,43317, 标准级, 薛梦-18190, 薛梦, 消费者, 河源, 广东, 中国, 中南, 家具-椅子-10004390, 家具, 椅子, SAFCO 扶手椅, 每套两件,7823.824,12,0.1,3202.304
7462, US-2019-5260002,43544,43549, 二级, 罗嫒-10060, 罗嫒, 小型企业, 肃州, 甘肃, 中国, 西北, 办公用-系固-10002716, 办公用品, 系固件, Stockwell 夹子, 金属,88.18,9,0.37,-31.64
7463, CN-2018-2698139,43236,43240, 标准级, 巩廉-17275, 巩廉, 消费者, 弥阳, 云南, 中国, 西南, 技术-设备-10000970, 技术, 设备, 柯尼卡 喷墨打印机, 红色,10179.94,15,0,4564.84
7464, CN-2018-2698139,43236,43240, 标准级, 巩廉-17275, 巩廉, 消费者, 弥阳, 云南, 中国, 西南, 技术-设备-10002738, 技术, 设备, 爱普生 电话, 耐用,1169.26,11,0,556.08
7465, CN-2018-5579979,43249,43255, 标准级, 曹柏-19000, 曹柏, 小型企业, 东莞, 广东, 中国, 中南, 办公用-信封-10004939, 办公用品, 信封, Kraft 商业信封, 红色,500.2,13,0,46.2
7466, CN-2018-5579979,43249,43255, 标准级, 曹柏-19000, 曹柏, 小型企业, 东莞, 广东, 中国, 中南, 家具-用具-10004021, 家具, 用具, Rubvermaid 分层置放架, 优质,144.88,9,0,24.36
7467, CN-2019-5386632,43741,43745, 标准级, 苏晒-19825, 苏晒明, 消费者, 梧州, 广西, 中国, 中南, 技术-设备-10004381, 技术, 设备, 松下 电话, 多色,429.92,9,0,0
7468, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 办公用-装订-10000833, 办公用品, 装订机, Acco 装订机, 耐用,577.9,15,0,156.8
7469, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 办公用-器具-10002014, 办公用品, 器具, Cuisinart 炉灶, 银色,12611.6,13,0,1760.5
7470, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 技术-设备-10004352, 技术, 设备, 松下 计算器, 多色,268.64,9,0,46.9
7471, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 家具-桌子-10001991, 家具, 桌子, Lesro 电脑桌, 长方形,10468.795,15,0.25,-417.725
7472, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 技术-设备-10003961, 技术, 设备, StarTech 电话, 白色,1395.36,12,0,272.16
7473, CN-2016-3351164,42454,42458, 标准级, 袁栋-12355, 袁栋, 消费者, 涟源, 湖南, 中国, 中南, 技术-复印-10004068, 技术, 复印机, 夏普 个人复印机, 彩色,1167.44,10,0,532.56
7474, CN-2018-4596452,43314,43318, 标准级, 施良-17155, 施良, 消费者, 扶余, 吉林, 中国, 东北, 技术-复印-10004286, 技术, 复印机, Hewlett 墨水, 彩色,734.56,9,0,84
7475, CN-2018-4596452,43314,43318, 标准级, 施良-17155, 施良, 消费者, 扶余, 吉林, 中国, 东北, 办公用-装订-10000994, 办公用品, 装订机, Avery 装订机, 耐用,235.6,11,0,68.46
7476, CN-2017-4114478,42998,43002, 标准级, 袁平-19210, 袁平, 公司, 威宁, 贵州, 中国, 西南, 办公用-系固-10004444, 办公用品, 系固件, Stockwell 回形针, 金属,557.04,16,0,203.84
7477, US-2019-1172542,43643,43647, 标准级, 韩丽-16195, 韩丽华, 消费者, 张家口, 河北, 中国, 华北, 技术-设备-10001951, 技术, 设备, StarTech 喷墨打印机, 多色,4258.78,11,0,548.94
7478, US-2019-1172542,43643,43647, 标准级, 韩丽-16195, 韩丽华, 消费者, 张家口, 河北, 中国, 华北, 家具-桌子-10000673, 家具, 桌子, Chromcraft 电脑桌, 黑色,7794.025,13,0.25,-103.775
7479, CN-2017-3704015,43035,43039, 标准级, 徐婵-11005, 徐婵, 小型企业, 邯郸, 河北, 中国, 华北, 办公用-收纳-10003808, 办公用品, 收纳具, Fellowes 盘, 蓝色,1908.74,15,0,430.22
7480, CN-2017-1730893,43016,43023, 标准级, 谢君-15190, 谢君, 消费者, 梨树, 吉林, 中国, 东北, 办公用-信封-10001091, 办公用品, 信封, Kraft 商业信封, 回收,176.24,10,0,45.36
7481, CN-2018-1392177,43222,43224, 二级, 郭博-10525, 郭博, 公司, 天津, 天津, 中国, 华北, 技术-设备-10000999, 技术, 设备, StarTech 电话, 耐用,730.64,10,0,27.72
7482, CN-2018-1392177,43222,43224, 二级, 郭博-10525, 郭博, 公司, 天津, 天津, 中国, 华北, 技术-电话-10001359, 技术, 电话, 诺基亚 耳机, 整包,717.2,10,0,252.56
7483, CN-2018-1392177,43222,43224, 二级, 郭博-10525, 郭博, 公司, 天津, 天津, 中国, 华北, 办公用-美术-10000396, 办公用品, 美术, Stanley 钢笔, 混合尺寸,219.22,11,0,31.08
7484, CN-2018-1392177,43222,43224, 二级, 郭博-10525, 郭博, 公司, 天津, 天津, 中国, 华北, 家具-桌子-10002161, 家具, 桌子, Bevis 培训桌, 黑色,5896.15,13,0.25,-703.85
7485, US-2017-4080057,42845,42846, 一级, 孙壁-10465, 孙壁, 消费者, 北票, 辽宁, 中国, 东北, 办公用-美术-10003419, 办公用品, 美术, Stanley 记号笔, 整包,75.944,10,0.8,-140.616
7486, US-2017-4080057,42845,42846, 一级, 孙壁-10465, 孙壁, 消费者, 北票, 辽宁, 中国, 东北, 办公用-用品-10002859, 办公用品, 用品, Fiskars 大剪刀, 工业,861.568,14,0.37,-193.872
7487, CN-2016-1246652,42493,42497, 标准级, 马荣-19750, 马荣, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-标签-10002790, 办公用品, 标签, Hon 文件夹标签, 白色,74.32,9,0,0.28
7488, CN-2016-1246652,42493,42497, 标准级, 马荣-19750, 马荣, 消费者, 沈阳, 辽宁, 中国, 东北, 技术-电话-10004933, 技术, 电话, 思科 办公室电话机, 全尺寸,491.8,10,0.37,-305.2
7493, CN-2018-3028018,43373,43373, 当日, 邹实-20260, 邹实, 公司, 宿州, 安徽, 中国, 华东, 办公用-用品-10003194, 办公用品, 用品, Kleencut 尺子, 工业,104.84,9,0,13.44
7494, CN-2019-3197896,43697,43699, 二级, 邓实-20245, 邓实, 消费者, 南票, 辽宁, 中国, 东北, 技术-设备-10000989, 技术, 设备, 柯尼卡 卡片打印机, 红色,2446.48,13,0.37,-1528.52
7495, CN-2019-3197896,43697,43699, 二级, 邓实-20245, 邓实, 消费者, 南票, 辽宁, 中国, 东北, 办公用-装订-10002474, 办公用品, 装订机, Wilson Jones 打孔机, 回收,589.66,15,0.37,-28.42
7496, CN-2019-3197896,43697,43699, 二级, 邓实-20245, 邓实, 消费者, 南票, 辽宁, 中国, 东北, 办公用-系固-10004619, 办公用品, 系固件, Stockwell 订书钉, 金属,125.728,11,0.37,-52.332
7497, CN-2017-5313470,42982,42987, 标准级, 韦达-11830, 韦达侠, 公司, 重庆, 重庆, 中国, 西南, 家具-椅子-10004186, 家具, 椅子, Novimex 凳子, 可调,1592.2,10,0,701.12
7498, CN-2016-5443541,42703,42706, 二级, 曹丽-15940, 曹丽, 小型企业, 重庆, 重庆, 中国, 西南, 办公用-信封-10004589, 办公用品, 信封, GlobeWeis 商业信封, 回收,184.64,10,0,45.08
7499, CN-2016-2310505,42684,42685, 一级, 薛武-21865, 薛武, 消费者, 永川, 重庆, 中国, 西南, 办公用-信封-10004503, 办公用品, 信封, Jiffy 商业信封, 回收,171.76,10,0,38.36
7500, CN-2016-2310505,42684,42685, 一级, 薛武-21865, 薛武, 消费者, 永川, 重庆, 中国, 西南, 家具-椅子-10002168, 家具, 椅子, Hon 凳子, 黑色,1538.72,10,0,14.84
7501, CN-2016-2310505,42684,42685, 一级, 薛武-21865, 薛武, 消费者, 永川, 重庆, 中国, 西南, 办公用-收纳-10002935, 办公用品, 收纳具, Tenex 锁柜, 单宽度,1939.68,10,0,800.24
7503, CN-2018-2581069,43311,43313, 一级, 涂安-10285, 涂安, 公司, 邳州, 江苏, 中国, 华东, 技术-电话-10004837, 技术, 电话, 思科 耳机, 整包,281.884,9,0.37,-49.616
7504, CN-2018-4911170,43220,43224, 二级, 潘雯-21775, 潘雯, 公司, 阳泉, 山西, 中国, 华北, 技术-电话-10003002, 技术, 电话, 诺基亚 音频基座, 蓝色,2368.36,11,0,863.52
7505, CN-2018-4911170,43220,43224, 二级, 潘雯-21775, 潘雯, 公司, 阳泉, 山西, 中国, 华北, 技术-电话-10004558, 技术, 电话, 思科 办公室电话机, 整包,1913.5,13,0,300.3
7507, US-2017-2328434,42999,43005, 标准级, 林磊-16045, 林磊, 小型企业, 枝城, 湖北, 中国, 中南, 技术-配件-10003629, 技术, 配件, SanDisk 键盘, 可编程,266.344,9,0.37,-154.896
7508, CN-2019-4288435,43471,43477, 标准级, 郝立-16765, 郝立, 消费者, 寿光, 山东, 中国, 华东, 办公用-装订-10003676, 办公用品, 装订机, Ibico 订书机, 透明,746.32,11,0,327.6
7509, US-2017-2203847,43025,43027, 一级, 徐婵-11005, 徐婵, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-系固-10000988, 办公用品, 系固件, Stockwell 夹子, 每包 12 个,136.312,10,0.37,-6.888
7510, US-2017-2203847,43025,43027, 一级, 徐婵-11005, 徐婵, 小型企业, 包头, 内蒙古, 中国, 华北, 技术-电话-10001542, 技术, 电话, 思科 办公室电话机, 混合尺寸,267.268,9,0.37,-139.972
7511, CN-2016-5763224,42679,42683, 二级, 孙壁-10465, 孙壁, 消费者, 天津, 天津, 中国, 华北, 办公用-收纳-10004768, 办公用品, 收纳具, Tenex 搁板, 金属,786.22,11,0,300.72
7512, CN-2016-5763224,42679,42683, 二级, 孙壁-10465, 孙壁, 消费者, 天津, 天津, 中国, 华北, 家具-用具-10001511, 家具, 用具, Eldon 闹钟, 耐用,783.7,11,0,127.26
7513, CN-2016-5763224,42679,42683, 二级, 孙壁-10465, 孙壁, 消费者, 天津, 天津, 中国, 华北, 办公用-美术-10002247, 办公用品, 美术, BIC 记号笔, 整包,283.2,10,0,77
7514, US-2019-4651879,43635,43636, 当日, 孙诚-11320, 孙诚, 消费者, 汕头, 广东, 中国, 中南, 办公用-系固-10002024, 办公用品, 系固件, Stockwell 按钉, 整包,168.12,10,0,41.44
7515, CN-2019-1090625,43717,43721, 标准级, 麦虢-13510, 麦虢, 公司, 苏州, 江苏, 中国, 华东, 家具-书架-10000835, 家具, 书架, Dania 搁架, 金属,979.336,10,0.37,-441.224
7516, CN-2019-1090625,43717,43721, 标准级, 麦虢-13510, 麦虢, 公司, 苏州, 江苏, 中国, 华东, 家具-椅子-10004186, 家具, 椅子, Novimex 凳子, 可调,1903.84,12,0.37,155.68
7517, CN-2017-3768437,43026,43026, 当日, 刘乐-17785, 刘乐, 公司, 永川, 重庆, 中国, 西南, 办公用-信封-10001912, 办公用品, 信封, Cameo 外皮和封条, 银色,252.4,10,0,36.96
7518, CN-2019-2936253,43689,43696, 标准级, 邱谦-19255, 邱谦, 公司, 耒阳, 湖南, 中国, 中南, 技术-复印-10002416, 技术, 复印机, 惠普 墨水, 红色,2402.8,12,0,639.52
7519, CN-2018-5648514,43375,43381, 标准级, 梁梦-18220, 梁梦, 消费者, 丹东, 辽宁, 中国, 东北, 办公用-器具-10003859, 办公用品, 器具, Cuisinart 冰箱, 白色,6953.08,13,0.37,-3459.82
7521, CN-2017-2530333,42862,42866, 标准级, 殷丽-17695, 殷丽雪, 消费者, 重庆, 重庆, 中国, 西南, 技术-配件-10004826, 技术, 配件, 罗技 键区, 耐用,1553.98,15,0,136.22
7522, CN-2019-1321997,43624,43630, 标准级, 吕欢-14155, 吕欢悦, 消费者, 徐州, 江苏, 中国, 华东, 技术-配件-10004481, 技术, 配件, Enermax 记忆卡, 耐用,2280.16,15,0.37,224.42
7523, CN-2017-2588842,42904,42911, 标准级, 钱宁-18655, 钱宁, 公司, 无锡, 江苏, 中国, 华东, 办公用-装订-10003764, 办公用品, 装订机, Acco 装订机盖, 回收,148.912,11,0.37,17.052
7524, CN-2017-2588842,42904,42911, 标准级, 钱宁-18655, 钱宁, 公司, 无锡, 江苏, 中国, 华东, 办公用-装订-10002712, 办公用品, 装订机, Ibico 标签, 实惠,133.792,12,0.37,-55.328
7525, CN-2017-4195213,42886,42887, 当日, 曾伟-21595, 曾伟, 消费者, 长沙, 湖南, 中国, 中南, 家具-椅子-10000951, 家具, 椅子, Hon 椅垫, 红色,966.904,12,0.1,207.144
7526, CN-2018-3768437,43389,43393, 二级, 叶柏-19030, 叶柏, 公司, 阳谷, 山东, 中国, 华东, 办公用-器具-10001619, 办公用品, 器具, Breville 咖啡研磨机, 白色,594,10,0,123.2
7527, CN-2018-3768437,43389,43393, 二级, 叶柏-19030, 叶柏, 公司, 阳谷, 山东, 中国, 华东, 办公用-系固-10004655, 办公用品, 系固件, Stockwell 夹子, 金属,476.4,13,0,221.2
7528, CN-2019-2648094,43736,43742, 标准级, 贺锦-14845, 贺锦, 消费者, 北京, 北京, 中国, 华北, 办公用-美术-10001243, 办公用品, 美术, BIC 记号笔, 金属,550.88,12,0,20.16
7529, CN-2019-2648094,43736,43742, 标准级, 贺锦-14845, 贺锦, 消费者, 北京, 北京, 中国, 华北, 技术-配件-10001067, 技术, 配件, 罗技 闪存驱动器, 实惠,176.38,9,0,5.6
7530, CN-2019-4186426,43695,43696, 一级, 常升-20020, 常升, 消费者, 枣庄, 山东, 中国, 华东, 办公用-收纳-10001488, 办公用品, 收纳具, Fellowes 搁板, 单宽度,574.12,10,0,221.2
7531, US-2018-2447332,43234,43240, 标准级, 徐嘉-14515, 徐嘉丽, 消费者, 集宁, 内蒙古, 中国, 华北, 办公用-用品-10004606, 办公用品, 用品, Elite 尺子, 锯齿状,239.8,15,0.37,-38.22
7532, CN-2016-3529472,42653,42655, 二级, 黄磊-16015, 黄磊, 消费者, 呼和浩特, 内蒙古, 中国, 华北, 家具-椅子-10001812, 家具, 椅子, Harbour Creations 折叠椅, 可调,1158.256,12,0.37,-168.784
7533, CN-2016-4282122,42444,42446, 二级, 楚宣-20845, 楚宣, 消费者, 吴川, 广东, 中国, 中南, 技术-电话-10003796, 技术, 电话, 思科 办公室电话机, 蓝色,409.48,9,0,44.94
7534, US-2019-3064630,43761,43767, 标准级, 付荣-19690, 付荣, 消费者, 邯郸, 河北, 中国, 华北, 技术-复印-10004535, 技术, 复印机, 佳能 墨水, 彩色,4194.52,14,0,373.8
7535, US-2018-4033000,43388,43393, 标准级, 陶丽-17665, 陶丽雪, 公司, 南通, 江苏, 中国, 华东, 技术-配件-10003885, 技术, 配件, Enermax 闪存驱动器, 可编程,997.648,16,0.37,-305.312
7536, US-2018-4033000,43388,43393, 标准级, 陶丽-17665, 陶丽雪, 公司, 南通, 江苏, 中国, 华东, 办公用-系固-10003116, 办公用品, 系固件, OIC 订书钉, 每包 12 个,124.468,11,0.37,-4.872
7537, US-2018-4033000,43388,43393, 标准级, 陶丽-17665, 陶丽雪, 公司, 南通, 江苏, 中国, 华东, 办公用-装订-10000219, 办公用品, 装订机, Ibico 装订机, 回收,344.464,15,0.37,-42.336
7538, CN-2019-4986506,43521,43526, 标准级, 赖芳-12715, 赖芳茵, 公司, 衢州, 浙江, 中国, 华东, 办公用-信封-10002118, 办公用品, 信封, Kraft 局间信封, 红色,740.44,11,0,77.7
7539, CN-2019-4986506,43521,43526, 标准级, 赖芳-12715, 赖芳茵, 公司, 衢州, 浙江, 中国, 华东, 办公用-标签-10003752, 办公用品, 标签, Hon 有色标签, 可调,133.96,10,0,29.96
7540, US-2017-3497234,42976,42981, 标准级, 王丹-12010, 王丹, 消费者, 武汉, 湖北, 中国, 中南, 家具-用具-10004734, 家具, 用具, Tenex 框架, 优质,3378.88,19,0.37,-1895.74
7541, US-2017-3497234,42976,42981, 标准级, 王丹-12010, 王丹, 消费者, 武汉, 湖北, 中国, 中南, 办公用-收纳-10002943, 办公用品, 收纳具, Smead 文件车, 蓝色,1831.6,11,0,682.92
7542, CN-2018-1435617,43361,43365, 标准级, 邹伟-21610, 邹伟, 消费者, 汕头, 广东, 中国, 中南, 技术-设备-10003000, 技术, 设备, 冲电器 电话, 耐用,1251.58,11,0,60.48
7543, CN-2018-1435617,43361,43365, 标准级, 邹伟-21610, 邹伟, 消费者, 汕头, 广东, 中国, 中南, 办公用-用品-10002100, 办公用品, 用品, Fiskars 修剪器, 工业,648.88,11,0,30.66
7544, CN-2018-3555396,43382,43388, 标准级, 俞明-18325, 俞明, 消费者, 北京, 北京, 中国, 华北, 办公用-信封-10004057, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 回收,645.1,13,0,79.1
7545, CN-2018-3555396,43382,43388, 标准级, 俞明-18325, 俞明, 消费者, 北京, 北京, 中国, 华北, 家具-书架-10001766, 家具, 书架, Bush 书库, 黑色,5153.38,11,0,2149.98
7546, CN-2018-3555396,43382,43388, 标准级, 俞明-18325, 俞明, 消费者, 北京, 北京, 中国, 华北, 办公用-装订-10000090, 办公用品, 装订机, Wilson Jones 装订机盖, 透明,133.4,10,0,15.68
7547, CN-2017-2166981,43031,43037, 标准级, 倪爽-20545, 倪爽, 公司, 双鸭山, 黑龙江, 中国, 东北, 家具-用具-10001101, 家具, 用具, Tenex 框架, 黑色,2086.96,12,0,307.44
7548, CN-2017-2166981,43031,43037, 标准级, 倪爽-20545, 倪爽, 公司, 双鸭山, 黑龙江, 中国, 东北, 办公用-信封-10002929, 办公用品, 信封, Jiffy 邮寄品, 每套 50 个,554.38,11,0,150.78
7549, CN-2017-2166981,43031,43037, 标准级, 倪爽-20545, 倪爽, 公司, 双鸭山, 黑龙江, 中国, 东北, 办公用-器具-10000602, 办公用品, 器具, Hamilton Beach 咖啡研磨机, 红色,432.16,10,0,71.4
7551, CN-2018-4114478,43240,43242, 二级, 葛彩-10660, 葛彩, 消费者, 临沂, 山东, 中国, 华东, 家具-书架-10000111, 家具, 书架, Bush 书架, 传统,610.38,9,0,265.02
7552, CN-2018-4114478,43240,43242, 二级, 葛彩-10660, 葛彩, 消费者, 临沂, 山东, 中国, 华东, 办公用-装订-10001165, 办公用品, 装订机, Cardinal 打孔机, 回收,578.32,12,0,108.64
7553, CN-2019-5093470,43695,43701, 标准级, 陶盛-20395, 陶盛, 消费者, 深圳, 广东, 中国, 中南, 技术-复印-10000971, 技术, 复印机, Brother 墨水, 彩色,2810.48,12,0,82.88
7559, CN-2018-4944475,43340,43342, 二级, 陶虢-13585, 陶虢, 公司, 洛阳, 广东, 中国, 中南, 家具-椅子-10004110, 家具, 椅子, SAFCO 沙滩椅, 可调,1342.636,14,0.1,421.596
7560, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 技术-配件-10002006, 技术, 配件, Memorex 鼠标, 回收,397.72,11,0,65.1
7561, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 家具-椅子-10002550, 家具, 椅子, Office Star 沙滩椅, 黑色,1023.52,12,0,445.2
7562, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 办公用-系固-10004460, 办公用品, 系固件, Advantus 订书钉, 金属,136.48,10,0,29.68
7563, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 办公用-装订-10000833, 办公用品, 装订机, Acco 装订机, 耐用,344.8,12,0,89.6
7564, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 家具-椅子-10000989, 家具, 椅子, Office Star 摇椅, 每套两件,4710.56,15,0,140.14
7565, CN-2018-3865865,43236,43242, 标准级, 孙壁-10465, 孙壁, 消费者, 大同, 山西, 中国, 华北, 办公用-系固-10000170, 办公用品, 系固件, Stockwell 图钉, 混合尺寸,187.72,11,0,28.98
7566, US-2018-3900153,43438,43440, 一级, 谭立-16855, 谭立, 公司, 德州, 山东, 中国, 华东, 家具-用具-10001106, 家具, 用具, Advantus 门挡, 优质,1052.5,13,0,132.3
7567, CN-2018-2505404,43369,43369, 当日, 秦诚-11245, 秦诚, 公司, 福州, 福建, 中国, 华东, 技术-电话-10001271, 技术, 电话, 摩托罗拉 耳机, 整包,2641.78,15,0,912.38
7568, CN-2018-2505404,43369,43369, 当日, 秦诚-11245, 秦诚, 公司, 福州, 福建, 中国, 华东, 家具-椅子-10001337, 家具, 椅子, Harbour Creations 凳子, 可调,1738.36,10,0,613.48
7569, CN-2018-2505404,43369,43369, 当日, 秦诚-11245, 秦诚, 公司, 福州, 福建, 中国, 华东, 家具-椅子-10002550, 家具, 椅子, Office Star 沙滩椅, 黑色,776.14,11,0,333.9
7570, CN-2018-2505404,43369,43369, 当日, 秦诚-11245, 秦诚, 公司, 福州, 福建, 中国, 华东, 办公用-纸张-10002428, 办公用品, 纸张, 施乐 信纸, 多色,466.88,10,0,207.76
7571, CN-2019-4839636,43729,43733, 二级, 蒋宣-20830, 蒋宣, 消费者, 杭州, 浙江, 中国, 华东, 办公用-纸张-10004731, 办公用品, 纸张, Enermax 羊皮纸, 每包 12 个,307.42,11,0,103.74
7572, CN-2019-4839636,43729,43733, 二级, 蒋宣-20830, 蒋宣, 消费者, 杭州, 浙江, 中国, 华东, 办公用-器具-10000254, 办公用品, 器具, KitchenAid 咖啡研磨机, 白色,610.324,11,0.37,-211.596
7573, CN-2017-2547654,42772,42774, 二级, 邱芯-13930, 邱芯, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-收纳-10000409, 办公用品, 收纳具, Smead 盘, 金属,477.8,10,0,177.52
7574, US-2016-2372663,42408,42413, 二级, 段强-19420, 段强, 公司, 丽水, 浙江, 中国, 华东, 家具-桌子-10001074, 家具, 桌子, Hon 木桌, 白色,4017.616,12,0.6,-1294.944
7578, CN-2019-2418676,43734,43738, 标准级, 陶武-21880, 陶武, 公司, 济宁, 山东, 中国, 华东, 办公用-标签-10004327, 办公用品, 标签, Novimex 文件夹标签, 可调,120.1,11,0,38.64
7579, CN-2018-4992845,43136,43138, 二级, 康丽-15865, 康丽, 消费者, 天津, 天津, 中国, 华北, 办公用-收纳-10001132, 办公用品, 收纳具, Rogers 盒, 单宽度,370,11,0,13.44
7580, CN-2018-4992845,43136,43138, 二级, 康丽-15865, 康丽, 消费者, 天津, 天津, 中国, 华北, 技术-复印-10000491, 技术, 复印机, 惠普 传真机, 彩色,1440.44,9,0,576.52
7581, CN-2018-1313540,43112,43114, 二级, 任实-20200, 任实, 消费者, 广元, 四川, 中国, 西南, 办公用-收纳-10000208, 办公用品, 收纳具, Rogers 搁板, 单宽度,904.24,11,0,260.82
7583, CN-2017-2503468,42950,42955, 标准级, 袁保-10405, 袁保, 公司, 杭州, 浙江, 中国, 华东, 办公用-信封-10001579, 办公用品, 信封, Jiffy 外皮和封条, 每套 50 个,220.76,10,0,82.04
7584, CN-2017-2503468,42950,42955, 标准级, 袁保-10405, 袁保, 公司, 杭州, 浙江, 中国, 华东, 技术-配件-10000166, 技术, 配件, SanDisk 闪存驱动器, 耐用,367.9,11,0.37,49.98
7585, CN-2017-2503468,42950,42955, 标准级, 袁保-10405, 袁保, 公司, 杭州, 浙江, 中国, 华东, 办公用-收纳-10004893, 办公用品, 收纳具, Tenex 盒, 蓝色,342,12,0,119.84
7586, CN-2017-2938026,42976,42976, 当日, 肖岱-11845, 肖岱, 公司, 大连, 辽宁, 中国, 东北, 技术-电话-10001717, 技术, 电话, 摩托罗拉 音频基座, 整包,1005.376,10,0.37,161.896
7587, CN-2016-1826929,42578,42585, 标准级, 杨欢-14275, 杨欢, 公司, 韶关, 广东, 中国, 中南, 技术-复印-10001627, 技术, 复印机, 惠普 无线传真机, 彩色,6784.8,12,0,202.16
7588, CN-2016-1826929,42578,42585, 标准级, 杨欢-14275, 杨欢, 公司, 韶关, 广东, 中国, 中南, 办公用-纸张-10004274, 办公用品, 纸张, Eaton 备忘录便条, 每包 12 个,200.88,10,0,46.48
7589, US-2016-5956912,42535,42540, 标准级, 唐爽-20560, 唐爽, 小型企业, 浯溪, 湖南, 中国, 中南, 办公用-收纳-10004292, 办公用品, 收纳具, Rogers 文件车, 工业,2023.12,11,0,556.92
7590, US-2016-5956912,42535,42540, 标准级, 唐爽-20560, 唐爽, 小型企业, 浯溪, 湖南, 中国, 中南, 家具-用具-10001120, 家具, 用具, Deflect-O 分层置放架, 耐用,450.64,12,0,41.44
7591, CN-2016-3409532,42527,42531, 标准级, 夏光-13375, 夏光, 消费者, 淮南, 安徽, 中国, 华东, 办公用-美术-10001035, 办公用品, 美术, Boston 荧光笔, 金属,259.456,11,0.2,11.256
7592, CN-2016-3409532,42527,42531, 标准级, 夏光-13375, 夏光, 消费者, 淮南, 安徽, 中国, 华东, 办公用-纸张-10002175, 办公用品, 纸张, 施乐 羊皮纸, 优质,219.64,11,0,60.9
7593, US-2019-5495957,43694,43697, 二级, 钱珑-17830, 钱珑, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 技术-配件-10002006, 技术, 配件, Memorex 鼠标, 回收,882.68,15,0,151.9
7594, US-2019-5495957,43694,43697, 二级, 钱珑-17830, 钱珑, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 办公用-收纳-10000741, 办公用品, 收纳具, Fellowes 盒, 单宽度,493.9,13,0,137.9
7595, US-2019-5495957,43694,43697, 二级, 钱珑-17830, 钱珑, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 技术-设备-10003187, 技术, 设备, StarTech 打印机, 红色,7126.96,14,0,0
7597, CN-2016-1300278,42644,42649, 二级, 夏梦-18175, 夏梦, 小型企业, 昆明, 云南, 中国, 西南, 办公用-用品-10001178, 办公用品, 用品, Elite 尺子, 钢,280.4,12,0,105.84
7598, US-2019-1070056,43607,43611, 标准级, 叶实-20290, 叶实, 公司, 洛阳, 广东, 中国, 中南, 家具-用具-10001878, 家具, 用具, Rubvermaid 闹钟, 黑色,1438.48,14,0,69.72
7599, CN-2019-4853457,43598,43602, 标准级, 邓姝-20500, 邓姝, 消费者, 扬州, 江苏, 中国, 华东, 办公用-纸张-10004686, 办公用品, 纸张, SanDisk 信纸, 多色,499.08,10,0,125.44
